metaamr_id	gene	protein_id	type	phenotype	mechanism	source
MAMR003373	qnrB96	WP_125353308.1	AMR	quinolone	other	AMRFinder
MAMR003374	blaEC	ABS58643.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003375	cfaC	AAK97136.1	AMR		other	AMRFinder
MAMR003376	blaPDC-371	WP_126118969.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003377	aac(6')-Ib-G	WP_126123880.1	AMR	gentamicin	other	AMRFinder
MAMR003378	blaOXA-785	WP_126205827.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003379	blaACT-108	WP_126297136.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003380	blaOXY-2-26	WP_126488681.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003381	blaOXA-1020	WP_126584556.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003382	blaPDC-535	WP_126590471.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003383	blaOXA-1131	WP_126622689.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003384	pmrA	AAK99679.1	AMR	quinolone	efflux	AMRFinder
MAMR003385	arsC_gluta	AAB42203.1	AMR	arsenate	other	AMRFinder
MAMR003386	arsB_pYV	AAB42204.1	AMR	arsenite	efflux	AMRFinder
MAMR003387	blaACT-76	WP_126817982.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003388	blaOXA-1029	WP_126861771.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003389	merR_Ps	CAC69248.1	AMR	mercury	other	AMRFinder
MAMR003390	merT	CAC69249.1	AMR	mercury	other	AMRFinder
MAMR003391	MerP_Gneg	CAC69250.1	AMR	mercury	target_protection	AMRFinder
MAMR003392	merA	CAC69251.1	AMR	mercury	other	AMRFinder
MAMR003393	bexA	BAB64566.1	AMR	efflux	efflux	AMRFinder
MAMR003394	blaFRI-6	WP_127728991.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003395	arsR_pSX267	AAA27587.1	AMR	arsenic	other	AMRFinder
MAMR003396	arsB_pI258	AAA27588.1	AMR	arsenite	efflux	AMRFinder
MAMR003397	arsC_thio	AAA27589.1	AMR	arsenate	other	AMRFinder
MAMR003398	ail	AAA88694.1	AMR		other	AMRFinder
MAMR003399	mecC2	WP_128268231.1	AMR	methicillin	other	AMRFinder
MAMR003400	blaADC-183	WP_128268232.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003401	blaCARB-50	WP_128268233.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003402	blaCFE-2	WP_128268234.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003403	blaCTX-M-215	WP_128268235.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003404	blaDHA-28	WP_128268236.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003405	blaKPC-39	WP_128268237.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003406	blaOXA-738	WP_128268238.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003407	blaOXA-740	WP_128268239.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003408	blaOXA-741	WP_128268240.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003409	blaOXA-742	WP_128268241.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003410	blaOXA-743	WP_128268242.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003411	blaOXA-744	WP_128268243.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003412	blaOXA-745	WP_128268244.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003413	blaOXA-746	WP_128268245.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003414	blaOXA-747	WP_128268246.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003415	blaOXA-748	WP_128268247.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003416	blaOXA-749	WP_128268248.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003417	blaOXA-750	WP_128268249.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003418	blaOXA-751	WP_128268250.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003419	blaOXA-752	WP_128268251.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003420	blaOXA-753	WP_128268252.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003421	blaOXA-754	WP_128268253.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003422	blaOXA-755	WP_128268254.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003423	blaOXA-756	WP_128268255.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003424	blaOXA-757	WP_128268256.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003425	blaOXA-758	WP_128268257.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003426	blaOXA-759	WP_128268258.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003427	blaOXA-760	WP_128268259.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003428	blaOXA-761	WP_128268260.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003429	blaOXA-762	WP_128268261.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003430	blaOXA-763	WP_128268262.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003431	blaOXA-764	WP_128268263.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003432	blaOXA-765	WP_128268264.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003433	blaOXA-766	WP_128268265.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003434	blaOXA-767	WP_128268266.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003435	blaOXA-768	WP_128268267.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003436	blaOXA-769	WP_128268268.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003437	blaOXA-770	WP_128268269.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003438	blaOXA-771	WP_128268270.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003439	blaOXA-772	WP_128268271.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003440	blaOXA-773	WP_128268272.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003441	blaOXA-774	WP_128268273.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003442	blaOXA-775	WP_128268274.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003443	blaOXA-776	WP_128268275.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003444	blaOXA-781	WP_128268276.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003445	blaOXA-782	WP_128268277.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003446	blaOXA-783	WP_128268278.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003447	blaOXA-786	WP_128268279.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003448	blaPDC-317	WP_128268280.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003449	blaRSA2-1	WP_128268281.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003450	blaRSC1-1	WP_128268282.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003451	blaRSD1-1	WP_128268283.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003452	blaRSD2-1	WP_128268284.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003453	blaRSD2-2	WP_128268285.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003454	blaVEB-20	WP_128268286.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003455	blaVIM-62	WP_128268287.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003456	qnrS15	WP_128268288.1	AMR	quinolone	other	AMRFinder
MAMR003457	blaOXA-1037	WP_128296272.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003458	blaMOX-25	WP_128343957.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003459	aac(6')_E526	WP_128470137.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR003460	blaPDC-353	WP_128550481.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003461	arsN2	ABU58394.1	AMR	arsenic	other	AMRFinder
MAMR003462	ttgA	BAF76383.1	AMR	efflux	efflux	AMRFinder
MAMR003463	ttgB	BAF76384.1	AMR	efflux	efflux	AMRFinder
MAMR003464	blaACT-106	WP_129256276.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003465	mcr-1.19	WP_129336087.1	AMR	colistin	other	AMRFinder
MAMR003466	erm(56)	WP_129546809.1	AMR	clindamycin/erythromycin/pristinamycin	target_modification	AMRFinder
MAMR003467	ltcA	ABV01310.1	AMR		other	AMRFinder
MAMR003468	smdA	BAF79679.1	AMR	efflux	efflux	AMRFinder
MAMR003469	smdB	BAF79680.1	AMR	efflux	efflux	AMRFinder
MAMR003470	eatA	ABV16438.1	AMR		efflux	AMRFinder
MAMR003471	ssmE	BAF80121.1	AMR	efflux	efflux	AMRFinder
MAMR003472	tir	AAL06376.1	AMR		other	AMRFinder
MAMR003473	espA	AAL06381.1	AMR		other	AMRFinder
MAMR003474	espF	AAL06387.1	AMR		other	AMRFinder
MAMR003475	hmrM	AAC23256.1	AMR	efflux	efflux	AMRFinder
MAMR003476	ehxA	ABQ02442.1	AMR		other	AMRFinder
MAMR003477	ehxA	ABQ02443.1	AMR		other	AMRFinder
MAMR003478	ehxA	ABQ02445.1	AMR		other	AMRFinder
MAMR003479	ehxA	ABQ02447.1	AMR		other	AMRFinder
MAMR003480	ehxA	ABQ02448.1	AMR		other	AMRFinder
MAMR003481	blaADC-207	WP_130173437.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003482	blaVIM-69	WP_130202201.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003483	mchF	AAL08400.1	AMR		efflux	AMRFinder
MAMR003484	netB	ABW71134.1	AMR		other	AMRFinder
MAMR003485	erm(51)	WP_131386768.1	AMR	azithromycin/clarithromycin/clindamycin/erythromycin/virginiamycin	target_modification	AMRFinder
MAMR003486	blaTEM-238	WP_131419583.1	AMR		enzyme	AMRFinder
MAMR003487	aac(6')-Ib-cr9	WP_131534982.1	AMR	amikacin/kanamycin/quinolone/tobramycin	other	AMRFinder
MAMR003488	blaADC-235	WP_132038428.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003489	dfrA37	WP_132586462.1	AMR	trimethoprim	other	AMRFinder
MAMR003490	aac(6')-Ib-AKT	WP_132629969.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR003491	blaPDC-443	WP_132710363.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003492	blaROB-11	WP_132995818.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003493	blaPDC-433	WP_133452685.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003494	lmrC_abcf	ABX00624.1	AMR	fosfomycin	other	AMRFinder
MAMR003495	tir	BAF92845.1	AMR		other	AMRFinder
MAMR003496	blaNDM-16b	WP_133963898.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003497	blaADC-194	WP_133972424.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003498	blaOXA-822	WP_133973918.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003499	blaACT-112	WP_134179367.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003500	blaCMY-181	WP_134216345.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003501	blaPDC-319	WP_134254706.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003502	blaPDC-402	WP_134265631.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003503	blaPDC-408	WP_134450540.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003504	blaPDC-423	WP_134600670.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003505	aac(6')-Ib-G	WP_134628915.1	AMR	gentamicin	other	AMRFinder
MAMR003506	blaOXA-1153	WP_134696937.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003507	blaGES-41	WP_135350920.1	AMR		enzyme	AMRFinder
MAMR003508	adeC	AAL14441.1	AMR	efflux	efflux	AMRFinder
MAMR003509	blaLEN-39	WP_136026639.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003510	blaOKP-C-1	WP_136034107.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003511	blaLEN-40	WP_136049560.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003512	blaLEN-38	WP_136086342.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003513	blaACT-68	WP_136512051.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003514	blaADC-109	WP_136512052.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003515	blaADC-110	WP_136512053.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003516	blaADC-112	WP_136512054.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003517	blaADC-113	WP_136512055.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003518	blaADC-187	WP_136512056.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003519	blaADC-188	WP_136512057.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003520	blaADC-189	WP_136512058.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003521	blaADC-190	WP_136512059.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003522	blaADC-192	WP_136512060.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003523	blaADC-24	WP_136512061.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003524	blaADC-65	WP_136512062.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003525	blaADC-66	WP_136512063.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003526	blaCTX-M-225	WP_136512064.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003527	blaCTX-M-226	WP_136512065.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003528	blaFRI-7	WP_136512066.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003529	blaIMI-18	WP_136512067.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003530	blaIMP-39	WP_136512068.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003531	blaIMP-46	WP_136512069.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003532	blaKPC-42	WP_136512070.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003533	blaKPC-43	WP_136512071.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003534	blaNDM-28	WP_136512072.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003535	blaOXA-114k	WP_136512073.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003536	blaOXA-114n	WP_136512074.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003537	blaOXA-114q	WP_136512075.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003538	blaOXA-114r	WP_136512076.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003539	blaOXA-114s	WP_136512077.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003540	blaOXA-114t	WP_136512078.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003541	blaOXA-114u	WP_136512079.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003542	blaOXA-114v	WP_136512080.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003543	blaOXA-114w	WP_136512081.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003544	blaOXA-114x	WP_136512082.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003545	blaOXA-787	WP_136512083.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003546	blaOXA-788	WP_136512084.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003547	blaOXA-793	WP_136512085.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003548	blaOXA-794	WP_136512086.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003549	blaOXA-795	WP_136512087.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003550	blaOXA-797	WP_136512088.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003551	blaOXA-798	WP_136512089.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003552	blaOXA-799	WP_136512090.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003553	blaOXA-800	WP_136512091.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003554	blaOXA-801	WP_136512092.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003555	blaOXA-802	WP_136512093.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003556	blaOXA-803	WP_136512094.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003557	blaOXA-804	WP_136512095.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003558	blaOXA-805	WP_136512096.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003559	blaOXA-806	WP_136512097.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003560	blaOXA-807	WP_136512098.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003561	blaOXA-808	WP_136512099.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003562	blaOXA-809	WP_136512100.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003563	blaOXA-810	WP_136512101.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003564	blaOXA-811	WP_136512102.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003565	blaOXA-823	WP_136512103.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003566	blaOXA-824	WP_136512104.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003567	blaPER-13	WP_136512105.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003568	blaVIM-48	WP_136512106.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003569	blaVIM-55	WP_136512107.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003570	blaVIM-63	WP_136512108.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003571	blaVIM-66	WP_136512109.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003572	mcr-1.16	WP_136512110.1	AMR	colistin	other	AMRFinder
MAMR003573	mcr-1.17	WP_136512111.1	AMR	colistin	other	AMRFinder
MAMR003574	mcr-3.29	WP_136512112.1	AMR	colistin	other	AMRFinder
MAMR003575	blaPDC-528	WP_136828312.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003576	blaKBL-1	WP_137138291.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003577	epeA	AAL18821.1	AMR		efflux	AMRFinder
MAMR003578	mdsB	AAL19305.1	AMR	efflux	efflux	AMRFinder
MAMR003579	mdsA	AAL19306.1	AMR	efflux	efflux	AMRFinder
MAMR003580	golT	AAL19307.1	AMR	copper/gold	other	AMRFinder
MAMR003581	golS	AAL19308.1	AMR	gold	other	AMRFinder
MAMR003582	sodC1	AAL19978.1	AMR		other	AMRFinder
MAMR003583	aac(6')-Iaa	AAL20537.1	AMR		other	AMRFinder
MAMR003584	sinH	AAL21411.1	AMR		efflux	AMRFinder
MAMR003585	ystB	BAA13544.1	AMR		other	AMRFinder
MAMR003586	espJ	BAF96525.1	AMR		other	AMRFinder
MAMR003587	nleB2	BAF96538.1	AMR		other	AMRFinder
MAMR003588	nleA	BAF96541.1	AMR		other	AMRFinder
MAMR003589	cdtB_Salmo	CAD02120.1	AMR		other	AMRFinder
MAMR003590	acr3	BAA18405.1	AMR	arsenite	efflux	AMRFinder
MAMR003591	arsC_thio	BAA18407.1	AMR	arsenate	other	AMRFinder
MAMR003592	saa	AAL26283.1	AMR		other	AMRFinder
MAMR003593	espB	CAA65654.1	AMR		other	AMRFinder
MAMR003594	set	BAG06666.1	AMR		other	AMRFinder
MAMR003595	ses	BAG06667.1	AMR		other	AMRFinder
MAMR003596	msr(H)	WP_138070341.1	AMR	erythromycin/pristinamycin	other	AMRFinder
MAMR003597	blaPDC-322	WP_138403314.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003598	tsh	ACA34793.1	AMR		efflux	AMRFinder
MAMR003599	tccP	BAG11995.1	AMR		other	AMRFinder
MAMR003600	tccP	BAG11997.1	AMR		other	AMRFinder
MAMR003601	tccP2	BAG12001.1	AMR		other	AMRFinder
MAMR003602	blaOXA-1190	WP_139419258.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003603	blaOXA-1162	WP_139462269.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003604	erm(53)	WP_139847607.1	AMR	macrolide	target_modification	AMRFinder
MAMR003605	aac(6')-Ib-generic	WP_140423191.1	AMR	aminoglycoside	other	AMRFinder
MAMR003606	aadA1	WP_140423278.1	AMR		other	AMRFinder
MAMR003607	aadA2	WP_140423279.1	AMR		other	AMRFinder
MAMR003608	aadA2	WP_140423280.1	AMR		other	AMRFinder
MAMR003609	aadA2	WP_140423281.1	AMR		other	AMRFinder
MAMR003610	aadA5	WP_140423282.1	AMR		other	AMRFinder
MAMR003611	dfrA1	WP_140423283.1	AMR		other	AMRFinder
MAMR003612	dfrA12	WP_140423284.1	AMR		other	AMRFinder
MAMR003613	dfrA17	WP_140423285.1	AMR		other	AMRFinder
MAMR003614	dfrA17	WP_140423286.1	AMR		other	AMRFinder
MAMR003615	dfrA17	WP_140423287.1	AMR		other	AMRFinder
MAMR003616	blaADC-195	WP_140423305.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003617	blaB-15	WP_140423306.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003618	blaCMY-164	WP_140423307.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003619	blaFRI-8	WP_140423308.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003620	blaFRI-9	WP_140423309.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003621	blaIMI-19	WP_140423310.1	AMR		enzyme	AMRFinder
MAMR003622	blaKPC-44	WP_140423311.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003623	blaOXA-643	WP_140423312.1	AMR		enzyme	AMRFinder
MAMR003624	blaOXA-644	WP_140423313.1	AMR		enzyme	AMRFinder
MAMR003625	blaOXA-645	WP_140423314.1	AMR		enzyme	AMRFinder
MAMR003626	blaOXA-647	WP_140423315.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003627	blaOXA-648	WP_140423316.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003628	blaOXA-650	WP_140423317.1	AMR		enzyme	AMRFinder
MAMR003629	blaOXA-825	WP_140423318.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003630	blaOXA-826	WP_140423319.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003631	blaOXA-827	WP_140423320.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003632	blaOXA-828	WP_140423321.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003633	blaOXA-829	WP_140423322.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003634	blaOXA-831	WP_140423323.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003635	blaOXA-833	WP_140423324.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003636	blaPDC-333	WP_140423325.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003637	blaPOM-2	WP_140423326.1	AMR		enzyme	AMRFinder
MAMR003638	blaVIM-64	WP_140423327.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003639	blaVIM-65	WP_140423328.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003640	mcr-1.20	WP_140423329.1	AMR	colistin	other	AMRFinder
MAMR003641	mcr-1.21	WP_140423330.1	AMR	colistin	other	AMRFinder
MAMR003642	mcr-3.26	WP_140423331.1	AMR	colistin	other	AMRFinder
MAMR003643	blaPDC-454	WP_141563014.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003644	blaOXA-935	WP_141989064.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003645	blaOXY-4-2	WP_142446236.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003646	blaOXY-3-2	WP_142464024.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003647	blaOXY-9-1	WP_142465578.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003648	blaOXY-4-3	WP_142467842.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003649	blaOXY-4-4	WP_142471056.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003650	blaOXY-4-5	WP_142481206.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003651	blaOXY-8-3	WP_142512117.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003652	blaOXY-8-2	WP_142515482.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003653	lpfA-O113	ACB16424.1	AMR		other	AMRFinder
MAMR003654	eilA	ACB16655.1	AMR		other	AMRFinder
MAMR003655	air	ACB17037.1	AMR		efflux	AMRFinder
MAMR003656	iha	ACB20136.1	AMR		other	AMRFinder
MAMR003657	blaVIM-78	WP_142836723.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003658	blaVIM-67	WP_142875125.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003659	blaOXY-3-3	WP_142981135.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003660	blaOXA-894	WP_144376393.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003661	blaADC-196	WP_145850033.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003662	blaAQU	WP_148044401.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003663	blaAQU	WP_148044402.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003664	tet(55)	WP_148044404.1	AMR	tetracycline	other	AMRFinder
MAMR003665	blaCAM-1	WP_148044405.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003666	blaCMY-165	WP_148044406.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003667	blaCMY-166	WP_148044407.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003668	blaCMY-167	WP_148044408.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003669	blaCTX-M-227	WP_148044409.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003670	blaCTX-M-228	WP_148044410.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003671	blaCTX-M-229	WP_148044411.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003672	blaDHA-29	WP_148044412.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003673	blaGES-42	WP_148044413.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003674	blaGES-43	WP_148044414.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003675	blaIMP-81	WP_148044415.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003676	blaIMP-82	WP_148044416.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003677	blaIMP-83	WP_148044417.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003678	blaIMP-84	WP_148044418.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003679	blaKPC-41	WP_148044419.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003680	blaKPC-45	WP_148044420.1	AMR	carbapenem	enzyme	AMRFinder
MAMR003681	blaKPC-46	WP_148044421.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003682	blaOXA-835	WP_148044422.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003683	blaOXA-836	WP_148044423.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003684	blaPAU-1	WP_148044424.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR003685	blaPDC-196	WP_148044425.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003686	blaPDC-334	WP_148044426.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003687	blaPDC-335	WP_148044427.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003688	blaPDC-336	WP_148044428.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR003689	blaPDC-337	WP_148044429.1	AMR	cephalosporin	enzyme	AMRFinder
